config_id,seed,station,n_test,r2,rmse,ubrmse,bias,mae,pearson
Guarded_Backbone54_k2_c0_0_c1_0,7777,SourdoughGulch_WA_985,906,0.5415241833810424,0.0542802832754964,0.05419676936296684,-0.003009874264070268,0.038259492851053636,0.7874136226770221
Guarded_Backbone54_k2_c0_0_c1_0,7777,Spokane,897,0.9530368670670494,0.02489008674526746,0.024877632429221776,-0.0007872883229617156,0.01750275211250503,0.9804603446779522
Guarded_Backbone54_k2_c0_0_c1_0,8888,BeaverPass_WA_990,626,0.6167521866024694,0.05640508576715332,0.03203720780117268,0.04642360408999287,0.049525347156265664,0.9361420293877107
Guarded_Backbone54_k2_c0_0_c1_0,8888,CayusePass_WA,1081,0.8035670832284526,0.05293307320405741,0.05289962325528016,0.0018815148884670017,0.04168940672909739,0.8993507327506758
Guarded_Backbone54_k2_c0_0_c1_0,8888,Darrington,999,0.8219491974791029,0.03942427489174782,0.03148885891255497,0.02372182992783872,0.03309850728583407,0.9471614610849629
Guarded_Backbone54_k2_c0_0_c1_0,8888,Paradise_WA,1067,0.8462018899888668,0.038595874942847136,0.038016035684638703,0.006665027638965382,0.030366363342051877,0.9226223257281562
Guarded_Backbone54_k2_c0_0_c1_0,8888,Quinault,1044,0.6965779563593756,0.03823003067449025,0.03389661915004481,-0.01767920969866245,0.03139266159091416,0.8730739590963472
Guarded_Backbone54_k2_c0_0_c1_0,8888,SourdoughGulch_WA_985,906,0.5438831508479672,0.05414046068415053,0.054020015970032184,-0.003609343110528215,0.03824938052951894,0.7889926679031963
Guarded_Backbone54_k2_c0_0_c1_0,8888,Spokane,897,0.9541182405020165,0.024601858236903692,0.024596292851978008,-0.0005232653709558338,0.017493665855066433,0.9810775355234991
Guarded_Backbone54_k2_c0_0_c1_0,9091,BeaverPass_WA_990,626,0.6200788029050632,0.056159752296455874,0.03190785819008296,0.04621478512035771,0.04943027175120271,0.936676497259539
Guarded_Backbone54_k2_c0_0_c1_0,9091,CayusePass_WA,1081,0.8060458304246308,0.052598037044651096,0.05252130740680004,0.0028400297940163327,0.04155635169333158,0.9018192754815392
Guarded_Backbone54_k2_c0_0_c1_0,9091,Darrington,999,0.8257686507522639,0.03899912799683852,0.03155186612121827,0.022921861372552473,0.03272181273461343,0.9467766003009607
Guarded_Backbone54_k2_c0_0_c1_0,9091,Paradise_WA,1067,0.8428046090004296,0.03901982303380291,0.03846873055476182,0.006534780722750384,0.030819011404342258,0.9211228832807461
Guarded_Backbone54_k2_c0_0_c1_0,9091,Quinault,1044,0.6940434294678955,0.03838936902693662,0.03371469686879843,-0.018359272026182136,0.03153956539426499,0.8747013554790357
Guarded_Backbone54_k2_c0_0_c1_0,9091,SourdoughGulch_WA_985,906,0.5359806591367295,0.05460745424080278,0.05452661786898481,-0.0029701855886587786,0.038489889084766506,0.7852452917399763
Guarded_Backbone54_k2_c0_0_c1_0,9091,Spokane,897,0.9522504492202195,0.0250976191478857,0.025081977228652647,-0.0008859487534100925,0.01767842310075643,0.9803293321597363
Guarded_Backbone54_k2_c0_0_c1_0,101,BeaverPass_WA_990,626,0.621559249126769,0.05605022610169374,0.03141730597595402,0.046417461490954826,0.0493069652493198,0.9386797951158877
Guarded_Backbone54_k2_c0_0_c1_0,101,CayusePass_WA,1081,0.8032054562423185,0.052981774883420575,0.052981506702059276,0.0001685745446468022,0.041811009910622754,0.8995665718732362
Guarded_Backbone54_k2_c0_0_c1_0,101,Darrington,999,0.8209904166607233,0.03953027971885603,0.03157668526409636,0.023781420529127358,0.03321758743849125,0.9470807603046171
Guarded_Backbone54_k2_c0_0_c1_0,101,Paradise_WA,1067,0.8396736394416705,0.039406499531560175,0.03908386219659032,0.005032287862274059,0.03104337688702339,0.9181994121257626
Guarded_Backbone54_k2_c0_0_c1_0,101,Quinault,1044,0.699431061206129,0.03804986593434207,0.03386090582089932,-0.017356017821193656,0.031100835526640388,0.873216278419166
Guarded_Backbone54_k2_c0_0_c1_0,101,SourdoughGulch_WA_985,906,0.5383676528626343,0.05446681816780303,0.05438257894569184,-0.0030280998233401498,0.03841222838310743,0.786210548653383
Guarded_Backbone54_k2_c0_0_c1_0,101,Spokane,897,0.9537311454518611,0.024705420692822975,0.02470292306726135,-0.0003512884033563542,0.017416670768755332,0.9808035707426033
