n_features,candidate_ucb,fold_id,validation_year,held_out_stations,beta,n_train,n_validation,rmse,nrmse
40,0.7913887011755726,year_2021_stations_3_beta_0,2021,"['MartenRidge_WA_999', 'Quinault', 'Touchet_WA_824']",0.0,11595,710,0.10498526766615879,1.057907922753362
40,0.7913887011755726,year_2021_stations_3_beta_0.2,2021,"['MartenRidge_WA_999', 'Quinault', 'Touchet_WA_824']",0.2,11595,710,0.08283852910781556,0.8347412756146331
40,0.7913887011755726,year_2022_stations_0_beta_0,2022,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.0,14236,906,0.07396327361768197,0.6588012453811112
40,0.7913887011755726,year_2022_stations_0_beta_0.2,2022,"['CayusePass_WA', 'SourdoughGulch_WA_985', 'Spokane']",0.2,14236,906,0.07499475086959911,0.6679887578438215
40,0.7913887011755726,year_2022_stations_1_beta_0,2022,"['Darrington', 'HartsPass_WA_515', 'Paradise_WA']",0.0,14550,942,0.0654975304303399,0.552881138708595
40,0.7913887011755726,year_2022_stations_1_beta_0.2,2022,"['Darrington', 'HartsPass_WA_515', 'Paradise_WA']",0.2,14550,942,0.06783406500503997,0.5726044151100785
40,0.7913887011755726,year_2022_stations_2_beta_0,2022,"['BeaverPass_WA_990', 'BurntMountain_WA', 'RainyPass_WA_711']",0.0,14745,933,0.09551890870516112,0.8666364544073746
40,0.7913887011755726,year_2022_stations_2_beta_0.2,2022,"['BeaverPass_WA_990', 'BurntMountain_WA', 'RainyPass_WA_711']",0.2,14745,933,0.09341854423445066,0.8475799927859554
40,0.7913887011755726,year_2022_stations_3_beta_0,2022,"['MartenRidge_WA_999', 'Quinault', 'Touchet_WA_824']",0.0,14537,716,0.09431466644079674,0.8137738384550249
40,0.7913887011755726,year_2022_stations_3_beta_0.2,2022,"['MartenRidge_WA_999', 'Quinault', 'Touchet_WA_824']",0.2,14537,716,0.08228306538692076,0.7099617534224368
